SNPName	SNPChr	SNPChrPos	ProbeName	ProbeChr	ProbeCenterChrPos	OverallZScore
cg14252502	19	8676388	ENSG00000142303	19	8660373	14.758499
cg16194588	19	49002477	ENSG00000142235	19	49002487	-14.7488908
cg12464631	5	758136	ENSG00000206077	5	738771	-14.737014
cg16111190	6	30860839	ENSG00000204580	6	30856065	14.7330967
cg00934322	6	30854109	ENSG00000204580	6	30856065	14.7290286
cg10143416	2	241907034	ENSG00000233392	2	241900451	-14.7226328
cg06486622	6	29718071	ENSG00000235821	6	29718715	14.7110311
cg07489607	5	760000	ENSG00000206077	5	738771	-14.6724946
cg19504245	19	55660572	ENSG00000105048	19	55652442	-14.6640098
cg00588621	12	104697572	ENSG00000255150	12	104698248	14.6431064
cg00490406	1	159046773	ENSG00000163568	1	159074580	14.6328581
cg26472802	21	45713671	ENSG00000160224	21	45712126	14.6293215
cg18338021	19	544349	ENSG00000197540	19	546976	-14.6286113
cg20724680	19	49000695	ENSG00000142235	19	49002487	-14.6266234
cg23462514	4	1107537	ENSG00000178222	4	1078694	14.6237819
cg01309328	6	32811253	ENSG00000168394	6	32817370	-14.5970483
cg22687902	17	43657269	ENSG00000266918	17	43610073	14.5817375
cg05552874	10	91153095	ENSG00000185745	10	91158024	14.5787495
cg12758973	1	247694227	ENSG00000227135	1	247689017	14.5646111
cg17416722	6	32554337	ENSG00000196126	6	32552085	14.5467927
cg02148654	7	157296159	ENSG00000155093	7	157856115	14.5419539
cg11991824	6	31651283	ENSG00000204428	6	31648139	-14.5183431
cg10218876	19	55660577	ENSG00000105048	19	55652442	-14.5178085
cg04386400	6	31651110	ENSG00000204428	6	31648139	14.5057516
cg07850987	17	46645924	ENSG00000120093	17	46654253	-14.4837091
cg11187245	6	31323397	ENSG00000206337	6	31406881	14.4815282
cg19186380	12	54426981	ENSG00000198353	12	54430264	14.4640608
cg25769566	6	31651278	ENSG00000204428	6	31648139	-14.4498362
cg09138892	17	79005662	ENSG00000226137	17	79005717	14.4376974
cg25828185	12	54455608	ENSG00000198353	12	54430264	-14.4318227
cg22523743	4	53115	ENSG00000197701	4	70639	14.4210627
cg05275595	19	43857874	ENSG00000204936	19	43862652	-14.4194363
cg01297670	6	31651070	ENSG00000204428	6	31648139	-14.3944037
cg17514431	6	29717608	ENSG00000235821	6	29718715	-14.3771425
cg20435535	6	31651103	ENSG00000204428	6	31648139	14.3755025
cg27270541	19	48614129	ENSG00000105499	19	48582587	14.373891
cg20832020	3	114012864	ENSG00000181847	3	114012447	-14.3585558
cg09723088	6	29691140	ENSG00000204642	6	29698428	14.3583834
cg01745539	6	32632283	ENSG00000223534	6	32628081	-14.3518226
cg09497409	19	8275035	ENSG00000090661	19	8299462	-14.3487344
cg20702913	2	10183115	ENSG00000260077	2	10180004	-14.3390716
cg01626707	14	105946843	ENSG00000182809	14	105942899	-14.3377063
cg13740929	6	31651291	ENSG00000204428	6	31648139	-14.3336064
cg22312249	17	72779428	ENSG00000167850	17	72539764	-14.3303271
cg02359160	1	45189875	ENSG00000198520	1	45165813	-14.3265782
cg24310667	7	86634072	ENSG00000164659	7	86597618	14.3228911
cg27205904	12	104697514	ENSG00000255150	12	104698248	14.3209828
cg25381331	1	53556366	ENSG00000162383	1	53580572	-14.2560425
cg08858210	8	98290313	ENSG00000180543	8	98287946	-14.2510225
cg26263766	19	58739686	ENSG00000196724	19	58440006	14.2370966
cg05094429	6	167536136	ENSG00000112486	6	167539239	14.2363055
cg08967456	16	3114948	ENSG00000008517	16	3123603	14.2293286
cg09477407	12	104697545	ENSG00000255150	12	104698248	14.228451
cg06204126	9	139890140	ENSG00000169583	9	139890171	-14.2196925
cg15772924	12	54413384	ENSG00000198353	12	54430264	-14.2152703
cg04999824	17	76967757	ENSG00000108679	17	76971755	14.2152032
cg07815836	19	58715351	ENSG00000179909	19	58214657	14.2113652
cg02304584	6	31650742	ENSG00000204428	6	31648139	-14.2090072
cg18264486	6	31650868	ENSG00000204428	6	31648139	-14.2073956
cg20271029	1	46859845	ENSG00000117480	1	46869728	-14.2041589
cg02169713	6	31651094	ENSG00000204428	6	31648139	14.2032169
cg05857999	6	31650712	ENSG00000204428	6	31648139	-14.2029222
cg14500267	11	67383377	ENSG00000231793	11	67381926	14.2023607
cg13361023	15	26105128	ENSG00000206190	15	26016368	-14.1811925
cg07455790	6	31650687	ENSG00000204428	6	31648139	14.1756342
cg23813257	16	3115238	ENSG00000008517	16	3123603	14.1590879
cg13122377	19	57683639	ENSG00000196724	19	58440006	-14.1436585
cg00281776	2	209224177	ENSG00000144407	2	209471832	-14.1373644
cg07482223	6	30899233	ENSG00000204580	6	30856065	14.1295441
cg25603927	10	99185216	ENSG00000171314	10	99189557	-14.1074351
cg00647741	19	58693402	ENSG00000196724	19	58440006	14.1068296
cg02389040	6	31650738	ENSG00000204428	6	31648139	-14.1055057
cg01833222	3	49162453	ENSG00000172037	3	49164549	14.0718552
cg23366234	21	45713656	ENSG00000160224	21	45712126	14.0565547
cg26398848	2	263511	ENSG00000035115	2	242064	14.055254
cg13047157	6	32633114	ENSG00000237541	6	32712055	-14.0381265
cg18858739	1	167426278	ENSG00000198821	1	167443862	14.0320924
cg06097213	6	29717603	ENSG00000235821	6	29718715	-14.0111647
cg17940740	22	31318396	ENSG00000235989	22	31323365	-13.981066
cg12588917	6	29692082	ENSG00000204642	6	29698428	13.9779338
cg05077122	8	27737030	ENSG00000168079	8	27788821	13.9693461
cg07151406	10	99185290	ENSG00000171314	10	99189557	-13.9641422
cg09450550	17	62918389	ENSG00000265218	17	62897572	-13.9550816
cg19164987	12	54413000	ENSG00000198353	12	54430264	-13.9468359
cg05851542	3	9989108	ENSG00000163703	3	9981301	-13.9407592
cg04951822	12	113345598	ENSG00000111331	12	113393605	-13.9351909
cg07405121	16	2083120	ENSG00000065054	16	2082192	-13.9247228
cg08624648	6	31650981	ENSG00000204428	6	31648139	-13.8969219
cg08333333	19	57182796	ENSG00000127903	19	57178585	13.8744413
cg21493951	6	32632290	ENSG00000237541	6	32712055	-13.8714389
cg22258600	11	325800	ENSG00000255328	11	328646	13.8624396
cg00924017	1	110185979	ENSG00000213366	1	110231408	-13.8390919
cg22930808	3	122281833	ENSG00000138496	3	122265097	13.8202369
cg03646329	13	48987165	ENSG00000139679	13	48991273	-13.8048876
cg20769842	15	23810238	ENSG00000179455	15	23841759	13.7832635
cg02782895	3	127348780	ENSG00000114631	3	127369838	-13.7763137
cg07855337	6	29884936	ENSG00000204632	6	29796823	-13.7674567
cg08837037	22	31318179	ENSG00000235989	22	31323365	-13.7675033
cg08355456	11	67383643	ENSG00000231793	11	67381926	13.760384
cg21385052	1	149903201	ENSG00000014914	1	149904667	13.7542447
cg18559579	2	209224628	ENSG00000144407	2	209471832	-13.7484825
cg25417675	6	31651059	ENSG00000204428	6	31648139	-13.7394433
cg26450717	6	31650787	ENSG00000204428	6	31648139	-13.7373892
cg06981309	3	146260954	ENSG00000188313	3	146247809	13.7188345
cg26662727	19	57947642	ENSG00000196724	19	58440006	13.7154254
cg04212285	7	157342590	ENSG00000155093	7	157856115	13.7110871
cg07986058	15	26094704	ENSG00000206190	15	26016368	-13.6975474
cg11067179	11	66083541	ENSG00000174807	11	66083236	13.6843675
cg05844625	6	29976023	ENSG00000204632	6	29796823	13.6777648
cg04395153	1	203052423	ENSG00000143847	1	203021747	13.6460967
cg05110943	18	28682497	ENSG00000134755	18	28664159	13.6395789
cg18093866	6	30851705	ENSG00000204580	6	30856065	-13.6345043
cg15464148	12	6745009	ENSG00000184574	12	6736807	13.6310694
cg08159663	16	57022438	ENSG00000140853	16	57070420	13.6239044
cg25537993	19	58545182	ENSG00000196724	19	58440006	-13.6028247
cg06707978	19	58095155	ENSG00000196724	19	58440006	13.6011584
cg13870990	18	28682360	ENSG00000134755	18	28664159	13.5854339
cg06442489	19	58630564	ENSG00000196724	19	58440006	-13.5738429
cg18261491	1	46859732	ENSG00000117480	1	46869728	-13.5623341
cg16651537	19	51226488	ENSG00000105472	19	51227780	13.5618524
cg04899629	1	247694531	ENSG00000227135	1	247689017	13.550762
cg16396919	12	54521759	ENSG00000198353	12	54430264	-13.5502161
cg02296171	2	209224609	ENSG00000144407	2	209471832	-13.5481707
cg17468100	22	31318147	ENSG00000235989	22	31323365	-13.5439247
cg07459594	22	31318192	ENSG00000235989	22	31323365	13.5209734
cg04739570	3	127348563	ENSG00000114631	3	127369838	-13.5155656
cg04088152	1	6062462	ENSG00000069424	1	6106389	-13.5094666
cg22318514	6	31650802	ENSG00000204428	6	31648139	-13.504835
cg26681183	1	148855324	ENSG00000253193	1	149349403	13.498047
cg08908131	10	118706890	ENSG00000187164	10	118764919	-13.4722752
cg19413066	17	76965347	ENSG00000108679	17	76971755	-13.4720074
cg20548231	22	31318373	ENSG00000235989	22	31323365	-13.4589722
cg22425467	6	30131189	ENSG00000204632	6	29796823	13.4518865
cg03763873	13	43565901	ENSG00000133106	13	43513465	-13.4291399
cg08937107	16	3136809	ENSG00000262370	16	3132006	-13.4044028
cg13669740	3	114012785	ENSG00000181847	3	114012447	13.4017688
cg02772121	6	30130881	ENSG00000204632	6	29796823	13.4000334
cg17350632	6	33045687	ENSG00000231389	6	33040449	-13.3989853
cg05057777	12	104697583	ENSG00000255150	12	104698248	13.3942029
cg06500161	21	43656587	ENSG00000160179	21	43668576	-13.3872189
cg14947218	17	41278197	ENSG00000198496	17	41291657	-13.3807045
cg18825594	2	10184602	ENSG00000260077	2	10180004	13.3779019
cg27282987	3	127349158	ENSG00000114631	3	127369838	-13.3756928
cg15425811	22	31318181	ENSG00000235989	22	31323365	13.3691103
cg12480903	1	167423965	ENSG00000198821	1	167443862	-13.3656788
cg10180404	6	32632286	ENSG00000223534	6	32628081	13.3608664
cg02265758	5	767440	ENSG00000206077	5	738771	-13.3426221
cg02407415	16	857454	ENSG00000127586	16	844391	13.3340424
cg12032655	19	43856746	ENSG00000204936	19	43862652	-13.3304073
cg13939204	9	130667009	ENSG00000160408	9	130657643	-13.3197251
cg22496559	3	196065318	ENSG00000145107	3	196054163	13.3161186
cg21856784	6	30131166	ENSG00000204632	6	29796823	13.3143172
cg14386312	19	58740861	ENSG00000196724	19	58440006	13.3029531
cg16511445	1	145116749	ENSG00000168614	1	144821078	-13.3018009
cg10051935	19	58740501	ENSG00000196724	19	58440006	13.2909636
cg12754571	1	247694223	ENSG00000227135	1	247689017	13.2875383
cg05668853	17	27044121	ENSG00000109113	17	27043373	-13.2753099
cg15343510	6	31582237	ENSG00000196126	6	32552085	-13.2510437
cg08106887	12	54412565	ENSG00000198353	12	54430264	-13.2168429
cg23458613	2	10183179	ENSG00000260077	2	10180004	-13.2089329
cg25882366	17	46622037	ENSG00000173917	17	46620848	13.1913737
cg22025250	6	30876104	ENSG00000204580	6	30856065	13.187489
cg05496363	11	66083766	ENSG00000174807	11	66083236	13.182702
cg02286533	17	41278179	ENSG00000198496	17	41291657	-13.1808379
cg22984282	6	32632520	ENSG00000223534	6	32628081	13.1809612
cg13896476	22	31318498	ENSG00000235989	22	31323365	-13.1634241
cg03753191	13	43566902	ENSG00000133106	13	43513465	13.1607435
cg19885625	11	64815313	ENSG00000168060	11	64819155	-13.1487245
cg10615580	17	79005548	ENSG00000175866	17	79050090	13.1364988
cg14442785	8	86379678	ENSG00000104267	8	86384901	13.1318479
cg11465630	21	45560615	ENSG00000160221	21	45559546	-13.1229403
cg09437135	15	23810163	ENSG00000179455	15	23841759	13.1205269
cg13282195	8	144660724	ENSG00000147813	8	144658887	-13.1148042
cg08469255	6	30851069	ENSG00000204580	6	30856065	13.1141999
cg06531573	16	857576	ENSG00000127586	16	844391	-13.1103075
cg16537676	6	30851576	ENSG00000204580	6	30856065	13.1004139
cg01644850	19	58193183	ENSG00000196724	19	58440006	-13.0886788
cg20927242	6	29692011	ENSG00000204642	6	29698428	-13.0731661
cg05349837	12	54430991	ENSG00000198353	12	54430264	-13.0702097
cg17606183	6	32409365	ENSG00000196126	6	32552085	-13.068625
cg09555706	4	1160849	ENSG00000178222	4	1078694	-13.0600675
cg13303179	3	46759335	ENSG00000206549	3	46803834	-13.041872
cg09837977	7	110731153	ENSG00000173114	7	110748286	-13.0325167
cg13826247	12	54424203	ENSG00000198353	12	54430264	13.0298107
cg21759268	19	58446940	ENSG00000196724	19	58440006	13.029344
cg04882213	8	61880392	ENSG00000254802	8	61879347	13.0236595
cg00767042	19	11517388	ENSG00000205517	19	11512517	13.0209681
cg22748452	20	634604	ENSG00000172070	20	641851	-13.0065437
cg17537307	4	36284867	ENSG00000197057	4	36315311	-13.0034884
cg16006004	17	41278241	ENSG00000198496	17	41291657	-13.0023326
cg12232118	6	30131458	ENSG00000204632	6	29796823	13.0004645
cg08099136	6	32811251	ENSG00000168394	6	32817370	-12.9907061
cg03749207	16	857863	ENSG00000127586	16	844391	12.9886274
cg10549986	2	7018153	ENSG00000134321	2	7022153	12.9767884
cg00466425	6	30856491	ENSG00000204580	6	30856065	-12.9736223
cg21331947	6	36720936	ENSG00000146192	6	36985134	-12.9686615
cg15013527	11	316291	ENSG00000142089	11	323603	-12.9540579
cg23953820	6	30851051	ENSG00000204580	6	30856065	12.9520286
cg24593918	6	32633109	ENSG00000223534	6	32628081	12.9489268
cg20955507	6	30853258	ENSG00000204580	6	30856065	12.9299066
cg06460587	6	31650882	ENSG00000204428	6	31648139	12.921157
cg25954539	6	31323677	ENSG00000206337	6	31406881	12.9166313
cg07156249	6	32822911	ENSG00000240065	6	32819637	-12.9049909
cg12154261	14	104394482	ENSG00000156414	14	104456901	12.8917163
cg26614816	12	104697532	ENSG00000255150	12	104698248	12.8907811
cg25361850	19	52391789	ENSG00000161551	19	52376629	12.882483
cg06866208	16	67560245	ENSG00000103056	16	68437411	12.8809113
cg13660719	6	30852963	ENSG00000204580	6	30856065	-12.8521807
cg16708981	19	53758609	ENSG00000197928	19	53744864	12.8508783
cg01616956	2	232393196	ENSG00000171596	2	232391538	-12.8449943
cg06864127	4	1088133	ENSG00000178222	4	1078694	-12.8330294
cg03984347	1	45190262	ENSG00000198520	1	45165813	-12.8212377
cg19751789	19	11199896	ENSG00000130164	19	11222265	12.8181668
cg08465346	12	54441410	ENSG00000198353	12	54430264	-12.8144185
cg14913610	12	9142341	ENSG00000139187	12	9132998	12.8118819
cg16246545	1	120255893	ENSG00000092621	1	120244629	12.8111515
cg03584535	19	58280784	ENSG00000196724	19	58440006	-12.7995335
cg04863892	7	27183327	ENSG00000106004	7	27181979	12.7959411
cg22595230	20	3766512	ENSG00000125817	20	3765917	12.7869077
cg21072629	21	33765574	ENSG00000256073	21	33765846	-12.7818976
cg04781839	16	1374937	ENSG00000007516	16	1391520	12.7725693
cg21114334	6	29720137	ENSG00000235821	6	29718715	12.7634846
cg23464743	6	32633115	ENSG00000223534	6	32628081	12.7610165
cg04064254	21	47409522	ENSG00000142156	21	47413307	12.7536137
cg22537604	19	43857074	ENSG00000204936	19	43862652	12.7509484
cg12669395	6	30860818	ENSG00000204580	6	30856065	12.7450543
cg26858414	6	31083322	ENSG00000225851	6	31349958	-12.7431778
cg02248486	7	27183148	ENSG00000106004	7	27181979	12.7419456
cg03895593	1	6064046	ENSG00000069424	1	6106389	-12.7412871
cg14223671	16	857933	ENSG00000127586	16	844391	12.7414986
cg00076543	6	30227145	ENSG00000204632	6	29796823	12.7210794
cg14293575	22	18635412	ENSG00000184979	22	18646415	12.7124869
cg27529346	6	31322926	ENSG00000206337	6	31406881	-12.7048618
cg21937462	21	45561490	ENSG00000160221	21	45559546	-12.6948103
cg12147799	19	37825009	ENSG00000181666	19	37832003	12.6932494
cg18224038	2	87042671	ENSG00000172116	2	87065754	12.6849443
cg25142500	17	79005386	ENSG00000175866	17	79050090	12.6817038
cg10422334	11	67183568	ENSG00000172508	11	67187758	-12.6739356
cg06632310	19	8275229	ENSG00000090661	19	8299462	-12.6706825
cg00720829	6	30131171	ENSG00000204632	6	29796823	12.661933
cg16316162	8	144660109	ENSG00000147813	8	144658887	-12.6423357
cg08550317	6	3850684	ENSG00000145945	6	3850585	-12.6301656
cg12671744	1	46859726	ENSG00000117480	1	46869728	-12.6297949
cg11556164	7	110738267	ENSG00000173114	7	110748286	12.6279568
cg03984502	1	151805613	ENSG00000143365	1	151791447	-12.6178063
cg08036514	16	67313552	ENSG00000196155	16	67317407	12.6062603
cg19371652	12	113415835	ENSG00000111331	12	113393605	-12.6007471
cg14930335	2	236619767	ENSG00000157985	2	236718965	-12.5839276
cg07489413	11	2321889	ENSG00000064201	11	2331328	-12.5826442
cg19357499	8	144660583	ENSG00000147813	8	144658887	-12.5627728
cg25122233	12	54412458	ENSG00000198353	12	54430264	-12.5572595
cg19416570	19	58715629	ENSG00000196724	19	58440006	-12.5517405
cg16071219	13	48986076	ENSG00000139679	13	48991273	-12.551219
cg25683570	1	203051424	ENSG00000143847	1	203021747	-12.5381494
cg26276233	17	41278087	ENSG00000198496	17	41291657	-12.5333361
cg19104015	17	46646043	ENSG00000120093	17	46654253	-12.5294853
cg03317517	19	20188803	ENSG00000256229	19	20294668	12.5266111
cg12531838	10	531866	ENSG00000151240	10	527906	-12.5220098
cg16742075	6	29911366	ENSG00000238024	6	29961184	-12.5154774
cg01370449	7	27183369	ENSG00000106004	7	27181979	-12.5126369
cg02688650	6	29691138	ENSG00000204642	6	29698428	12.5111933
cg07237326	19	37742691	ENSG00000181666	19	37832003	12.5013923
cg11525052	11	2321907	ENSG00000064201	11	2331328	-12.4977114
cg25487008	21	45559790	ENSG00000160221	21	45559546	-12.4888442
cg09258993	13	52419284	ENSG00000102796	13	52360211	-12.4796128
cg19743522	12	113495518	ENSG00000135144	12	113515173	-12.4613375
cg19859270	3	98251246	ENSG00000080822	3	98229333	-12.4569829
cg07189381	19	55660514	ENSG00000105048	19	55652442	-12.4457139
cg20309891	17	41739082	ENSG00000005102	17	41728539	-12.4248056
cg09549073	7	27183274	ENSG00000106004	7	27181979	12.3912325
cg02106682	7	27184461	ENSG00000106004	7	27181979	-12.385749
cg09250933	2	114035619	ENSG00000189223	2	113996843	-12.3809692
cg04186657	6	29690845	ENSG00000204642	6	29698428	12.3780921
cg11978890	16	1048069	ENSG00000260807	16	1028678	-12.3671911
cg01883662	3	196065241	ENSG00000145107	3	196054163	-12.3642737
cg20234060	11	67183498	ENSG00000172508	11	67187758	-12.3620238
cg18555433	22	32598431	ENSG00000128253	22	32593570	12.3616395
cg18449739	12	113495701	ENSG00000135144	12	113515173	-12.3451899
cg22720790	19	58715984	ENSG00000179909	19	58214657	-12.3441415
cg07266431	7	92460065	ENSG00000105810	7	92350071	-12.3362505
cg15254822	7	564089	ENSG00000223855	7	562448	12.3317948
cg24900425	17	41278396	ENSG00000198496	17	41291657	-12.3268492
cg15454374	6	31325407	ENSG00000234745	6	31323307	12.3226632
cg13695585	6	30852966	ENSG00000204580	6	30856065	-12.3179108
cg03903296	2	242799514	ENSG00000188389	2	242796546	12.3071381
cg14687474	17	41278281	ENSG00000198496	17	41291657	-12.3061467
cg02005600	7	27183638	ENSG00000106004	7	27181979	12.3034343
cg19759481	7	27183353	ENSG00000106004	7	27181979	12.3035782
cg00537820	9	140346816	ENSG00000165802	9	140347904	-12.2955396
cg10817441	6	32823680	ENSG00000240065	6	32819637	-12.2871354
cg14510967	11	2321803	ENSG00000064201	11	2331328	-12.2814184
cg25701444	12	54521929	ENSG00000198353	12	54430264	12.2784095
cg03979024	10	419141	ENSG00000151240	10	527906	12.275022
cg15605235	1	45189695	ENSG00000198520	1	45165813	12.2696408
cg12128839	7	27183388	ENSG00000106004	7	27181979	12.2681641
cg11674865	1	161591488	ENSG00000203747	1	161556233	-12.2645036
cg16707952	6	30851584	ENSG00000204580	6	30856065	12.2622983
cg11955385	17	46619040	ENSG00000173917	17	46620848	-12.2480102
cg02916332	7	27183591	ENSG00000106004	7	27181979	12.2479885
cg05076221	7	27182637	ENSG00000106004	7	27181979	-12.2448071
cg07112131	12	14926861	ENSG00000246705	12	14929103	12.2391813
cg14027234	11	66084115	ENSG00000174807	11	66083236	-12.2282913
cg25866143	7	27183262	ENSG00000106004	7	27181979	12.2249955
cg10069644	14	106598221	ENSG00000211946	14	106667838	-12.2135887
cg11986643	6	32634268	ENSG00000237541	6	32712055	-12.2129376
cg09077934	15	29407792	ENSG00000034053	15	29270073	12.2090232
cg03880033	16	55866757	ENSG00000198848	16	55852006	-12.2010023
cg13732302	17	44222159	ENSG00000266918	17	43610073	-12.2006037
cg17569124	7	27183595	ENSG00000106004	7	27181979	12.2003007
cg25404914	19	20607771	ENSG00000256229	19	20294668	12.1857916
cg13512987	12	6898737	ENSG00000010610	12	6912999	-12.1728338
cg27326026	6	31409307	ENSG00000204520	6	31377224	-12.1700839
cg08376310	11	2858621	ENSG00000129757	11	2905777	12.1610501
cg21705505	21	45558253	ENSG00000160221	21	45559546	12.1607025
cg24431515	11	290447	ENSG00000142102	11	292621	12.1479247
